Company,City,State,Phone,MC_Number,DOT_Number,Called,Outcome,Notes
KOLOTIUK SERHII S EXPRESS LLC,CITRUS HEIGHTS,CA,(916) 905-4425,MC1750495,4444358,,,
UNITED WAY TRANSPORT LLC,VICTORVILLE,CA,(909) 734-3698,MC1793373,4524937,,,
TURBO TRANSPORT INC,MORENO VALLEY,CA,(714) 863-5815,MC1764891,4471608,,,
ICE BOX LOGISTICS INC,NORTH HOLLYWOOD,CA,(424) 444-4347,MC1704290,4356838,,,
DAVIS&MILLER RELIABLE LLC,MORENO VALLEY,CA,(951) 809-7117,MC1780608,4501033,,,
YOLANDA JOSELYN DE LA ROSA,CALEXICO,CA,(760) 970-9544,MC1802167,4541236,,,
RK SONS TRUCKING INC,TURLOCK,CA,(209) 704-3032,MC1802077,4541081,,,
GONZALEZ TRUCKING CO LLC,VISALIA,CA,(559) 804-3273,MC1802661,4542149,,,
4 ACES LOGISTICS LLC,VICTORVILLE,CA,(323) 703-4940,MC1788922,4516579,,,
COUNTRY WIDE TRANSFER INC,LOS ANGELES,CA,(323) 217-7126,MC1711940,4370915,,,
RICHERT TRUCKING LLC,WHITTIER,CA,(562) 418-9504,MC1729075,4131602,,,
WARREN'S ROADSIDE ASSISTANCE LLC,YUBA CITY,CA,(916) 530-0204,MC1792020,3948378,,,
G&K EXPRESS INC,SACRAMENTO,CA,(317) 363-1422,MC1715939,4378281,,,
CK FREIGHTLINE INC,SANTA CLARA,CA,(661) 314-6092,MC1759789,4461963,,,
GATEWAY CARRIERS INC,PATTERSON,CA,(925) 667-8531,MC1792131,4522590,,,
L&L LOGISTIC LLC,CORONA,CA,(205) 705-4488,MC1702370,4353183,,,
BRIGHT LINE ENTERPRISE INC,FULLERTON,CA,(714) 904-8871,MC1724075,4394160,,,
MII5KINGZ LLC,MORENO VALLEY,CA,(310) 686-6204,MC1746864,4437440,,,
LTN EXPRESS INC,LOS ANGELES,CA,(714) 343-6307,MC1785685,4510343,,,
GO TOW NOW LLC,LOS ANGELES,CA,(310) 906-5980,MC1716006,4353230,,,
DKO TRUCKING LLC,BELL GARDENS,CA,(562) 738-1040,MC1748717,4440994,,,
PRIMEHAUL LOGISTICS LLC,IVANHOE,CA,(559) 595-3113,MC1773408,4487592,,,
RANI EXPRESS,FONTANA,CA,(626) 241-8154,MC1704558,4357391,,,
GURAYA CARGO SOLUTION,FONTANA,CA,(909) 200-8804,MC1767801,4477207,,,
CMDK  TRANS LLC,VICTORVILLE,CA,(951) 241-6098,MC1712900,4372706,,,
LA ROCKET TRANSPORTATION LLC,RANCHO CUCAMONGA,CA,(909) 294-9916,MC1776486,4401383,,,
C&A TRANSPORT LLC,KERMAN,CA,(559) 430-4869,MC1803114,4433085,,,
CHALLENGER TRANS INC,SAN JOSE,CA,(408) 396-0641,MC1799700,4536716,,,
ILIANS LOGISTICS LLC,LOS ANGELES,CA,(323) 395-6750,MC1800411,4538059,,,
ASR TRANZ CORP,BAKERSFIELD,CA,(661) 606-2791,MC1754849,4452600,,,
FLYING TIGER TRUCKING INC,LA CRESCENTA,CA,(626) 770-5918,MC1774346,4489392,,,
ADAL LOGISTICS LLC,CHULA VISTA,CA,(619) 510-3843,MC1744792,4433630,,,
NAJERA TRUCKING LLC,RICHMOND,CA,(510) 334-3815,MC1717665,4183095,,,
J WORK LLC,GARDEN GROVE,CA,(562) 328-4727,MC1800420,4532833,,,
GUSTAVO MIJARES CARRILLO,INGLEWOOD,CA,(310) 308-9901,MC1720847,4387670,,,
ZWF66,TEMPLE CITY,CA,(626) 789-4232,MC1749615,4442702,,,
N A E TRUCKING LLC,SHAFTER,CA,(661) 292-6670,MC1715243,4377078,,,
SAGE ENGINEERING INC,NORTH FORK,CA,(559) 676-5620,MC1790525,4422463,,,
DESSERT VALLEY TRANS INC,STOCKTON,CA,(209) 268-6134,MC1711863,4370782,,,
TARA CARRIER INC,FRESNO,CA,(775) 480-9011,MC1799260,4535900,,,
DAME ENTERPRISES LLC,COVINA,CA,(626) 483-3928,MC1704231,4356746,,,
TRUELINE TRANS CARGO,SACRAMENTO,CA,(916) 917-8990,MC1800681,4538397,,,
R&A LIFTOFF LLC,DESERT HOT SPRINGS,CA,(760) 673-6010,MC1716948,4380281,,,
SANPERA CARRIER INC,BAKERSFIELD,CA,(559) 918-1161,MC1795963,4529633,,,
TEPATITLAN TRANSPORTATION LLC,WILMINGTON,CA,(310) 684-9016,MC1704127,4083550,,,
EVERLINK TRANSPORT LLC,LA PUENTE,CA,(626) 922-6050,MC1787989,4514881,,,
LAST MINUTE DELIVERY SERVICES LLC,HAYWARD,CA,(510) 963-2975,MC1708120,4363883,,,
XSE CARRIERS INC,CLOVIS,CA,(562) 274-5800,MC1708741,4365037,,,
CHHOKER TRANSPORT LLC,CERES,CA,(916) 764-8478,MC1709625,4366611,,,
CEMAW TRUCKING INC,BAKERSFIELD,CA,(213) 841-3560,MC1783800,2776461,,,
KAILEY CARGO INC,STOCKTON,CA,(209) 699-2653,MC1802230,4541355,,,
JGP TRANSPORTATION INC,LATHROP,CA,(510) 493-6421,MC1708476,4364552,,,
RANDALL TRUCKING LLC,SACRAMENTO,CA,(209) 453-5652,MC1738083,4420913,,,
JM CARRIERS LLC,STOCKTON,CA,(209) 687-7318,MC1737727,2885861,,,
GZ TRANSPORT LLC,BAKERSFIELD,CA,(661) 817-3486,MC1802811,3806764,,,
L & F BLANCO EXPRESS LLC,JURUPA VALLEY,CA,(714) 724-4886,MC1769805,4262814,,,
KINGS TRANSPORTATIONS LLC,SACRAMENTO,CA,(510) 390-6359,MC1760433,4266436,,,
JOSE WALTER ALVARENGA,LA PUENTE,CA,(909) 893-9058,MC1788142,2760161,,,
RAJ ROAD LINE INC,FRESNO,CA,(559) 365-6847,MC1731510,4408522,,,
NUKA TRUCKING INC,RESEDA,CA,(818) 280-7255,MC1749588,4442034,,,
PAL FREIGHTLINE INC,FONTANA,CA,(209) 741-2324,MC1756182,4455186,,,
CCTV INC,RANCHO CUCAMONGA,CA,(626) 740-8024,MC1726167,4398231,,,
HM DELIVERY LLC,FONTANA,CA,(909) 677-5918,MC1803305,4489369,,,
JAMESON TRANSPORT SERVICE LLC,TAFT,CA,(661) 577-2107,MC1725011,4395948,,,
BANGA CARRIERS INC,STOCKTON,CA,(929) 500-9250,MC1801687,4540345,,,
USA FRONTIER LOGISTICS INC,CHULA VISTA,CA,(310) 498-9818,MC1701815,4352077,,,
GOZAL LOGISTICS INC,EL CAJON,CA,(619) 633-9354,MC1794866,4527686,,,
CALICOLD REFRIGERATED LLC,TARZANA,CA,(323) 323-0333,MC1800621,4538441,,,
MJIR GONZALEZ TRANSPORT LLC,OAK HILLS,CA,(951) 581-0897,MC1793335,4524883,,,
SPEED TRANZ LLC,MADERA,CA,(559) 944-3424,MC1780034,4499862,,,
SHREE SHYAM TRANSLINE INC,FRESNO,CA,(559) 270-0885,MC1801831,4540657,,,
KARM LOGISTICS INC,VACAVILLE,CA,(510) 650-7113,MC1800822,4538737,,,
"HUTLEY VAN SYSTEMS, INC.",ALTAMONTE SPRINGS,FL,(844) 331-9238,MC192855,285877,,,
"PARTIN AUTO TRANSPORT, INC.",DELAND,FL,(386) 804-6108,MC409058,3539338,,,
HASH TRUCKING INC,PORT SAINT LUCIE,FL,(561) 876-0832,MC693853,1953323,,,
CW CARRIERS DEDICATED INC.,TAMPA,FL,(813) 621-5057,MC513860,1302053,,,
S D C TRANSPORT CORPORATION,TAMPA,FL,(813) 525-1015,MC524605,1360243,,,
METRA EXPRESS INC.,HALLANDALE BEACH,FL,(786) 554-0149,MC550690,1457493,,,
FLORIDA TRANSFER & RELOCATION INC,SAINT AUGUSITNE,FL,(904) 794-1200,MC547090,1447613,,,
KIRLEW TRUCKING INC,LAKE PLACID,FL,(407) 508-0335,MC629087,1267411,,,
CABLEMAN TRANSPORTATION INC,KISSIMMEE,FL,(407) 552-3362,MC598972,1621982,,,
REDMAN TRUCKING LLC,ORLANDO,FL,(407) 484-3802,MC642227,1738202,,,
HMC LOGISTICS LLC,WEEKI WACHEE,FL,(813) 368-1314,MC661357,1822301,,,
LC & J EXPRESS INC,MIAMI,FL,(305) 989-0336,MC659873,1817640,,,
R G & C TRANSPORTERS INC,CORAL SPRINGS,FL,(954) 297-5635,MC707494,3842212,,,
MLT TRANSPORT INC,ORLANDO,FL,(407) 448-3512,MC741878,2107390,,,
"FLORIDA SUN TRUCKING, INC.",OVIEDO,FL,(954) 213-1975,MC730092,2067453,,,
N L TRANSPORT SERVICES LLC,DUNNELLON,FL,(352) 308-6354,MC751959,1412559,,,
CYPRESS XPRESS LLC,WEBSTER,FL,(717) 487-0665,MC769840,2256087,,,
ANGELINE EXPRESS LLC,BOCA RATON,FL,(561) 674-3465,MC746584,2146318,,,
SAINT TRANSPORTATION INC,ASTOR,FL,(321) 276-4552,MC758192,2176672,,,
ALL STAR TRANSPORT LLC,HUDSON,FL,(786) 206-7727,MC758753,1722394,,,
NEVER SEEN EXPRESS LLC,WINTER HAVEN,FL,(863) 934-8863,MC782407,2285506,,,
J F TRANSPORT SERVICES INC,MIRAMAR,FL,(786) 236-6038,MC816580,2378349,,,
PRESTIGE FAST TRANSPORT INC,BRADENTON,FL,(305) 484-5107,MC841870,2440468,,,
TUN EXPRESS LLC,KISSIMMEE,FL,(321) 206-1814,MC856995,2477257,,,
PROMPT TRANSPORT SERVICE INC,PUNTA GORDA,FL,(941) 639-4000,MC909185,2591738,,,
LO PRINGLEY TRANSPORT LLC,QUINCY,FL,(850) 445-9614,MC902926,2579597,,,
BRAVO'S TRANSPORT INC,OCALA,FL,(307) 218-3075,MC903689,2581016,,,
TRANSPORT SIX LLC,ST AUGUSTINE,FL,(904) 993-9930,MC913006,2608321,,,
UNIVERSAL COAST TRANSPORTATION LLC,CORAL SPRINGS,FL,(954) 605-5827,MC877389,2526126,,,
JNB TRANSPORT INC,SPRING HILL,FL,(352) 631-9021,MC908496,2590304,,,
QUICK FRESH TRANSPORT INC,HIALEAH1,FL,(201) 590-5255,MC936641,2803326,,,
BULLYS TRANSPORT LLC,BRANDON,FL,(908) 977-5678,MC945511,2830173,,,
C & J UNITED TRUCKING CORP,MIAMI,FL,(786) 320-3300,MC948520,1359710,,,
UNION SERVICES CORP,MIAMI,FL,(786) 270-7277,MC951056,2840020,,,
BLACK LINE CARRIER INC,MIAMI,FL,(305) 978-5645,MC944365,2828029,,,
LEYVAS TRANSPORT CORP,NAPLES,FL,(305) 508-8916,MC986366,2446928,,,
ATLAS AMERICAN TRUCK LLC,ORLANDO,FL,(786) 660-2724,MC993827,2939451,,,
"CENTRAL FL CARRIERS, LLC",LARGO,FL,(727) 776-6028,MC959750,2864394,,,
OCEAN TRANSPORT EXPRESS INC,MIAMI,FL,(305) 305-4761,MC966418,2880210,,,
HORIZON TRANSPORTING LLC,MARIANNA,FL,(386) 627-4365,MC115308,3167041,,,
NISMO TRUCKING LLC,PORT ST LUCIE,FL,(973) 934-3055,MC081891,3109441,,,
"PRP SERVICE, INC",HIALEAH,FL,(305) 793-3596,MC020834,2994714,,,
CURRY LOGISTICS MANAGEMENT LLC,ST PETERSBURG,FL,(727) 256-5118,MC041312,3034636,,,
ON DUTY TRANSPORTATION LLC,FLEMING ISLAND,FL,(860) 794-5549,MC077162,3100427,,,
ASL EXPRESS INC,HIALEAH,FL,(786) 469-9162,MC080376,3106472,,,
GUIROLA TRANSPORT INC,SAINT CLOUD,FL,(407) 785-7202,MC046110,3043775,,,
STAR TRANSPORT EXPRESS LLC,FORT LAUDERDALE,FL,(954) 529-4241,MC116911,3169203,,,
J RILEY XPRESS LLC,LAKE WALES,FL,(863) 969-8560,MC026554,2944895,,,
GREAT LINE EXPRESS INC,HIALEAH,FL,(786) 535-5443,MC110969,3160685,,,
MAR CARGO INC,HIALEAH,FL,(305) 781-2491,MC011201,2971032,,,
W Y C CHRISTIAN EXPRESS CORP,HIALEAH,FL,(305) 741-9021,MC097372,3138122,,,
ALPHA VEHICLE LOGISTICS LLC,PORT ST LUCIE,FL,(561) 674-4124,MC138402,3193510,,,
XPRESS LANE LOGISTICS LLC,HIALEAH GARDENS,FL,(954) 319-0378,MC069557,3086537,,,
FILIGENE TRUCKING INC,FT LAUDERDALE,FL,(954) 205-1934,MC1010420,3225684,,,
COOLER TRANSPORT INC,NORTH LAUDERD,FL,(980) 318-0280,MC150129,3196215,,,
GOLD LABEL CS LLC,MIAMI,FL,(786) 288-6145,MC1155680,3501199,,,
ONE TRANSPORT USA CORP,LEHIGH ACRES,FL,(305) 775-1285,MC1073674,3354054,,,
1ST CLASS USA LOGISTICS LLC,ORLANDO,FL,(863) 512-7357,MC1067478,3343268,,,
TEXO LOGISTIC LLC,KISSIMMEE,FL,(973) 930-7335,MC1122933,3450073,,,
32&8 TRANSPORT LLC,ORLANDO,FL,(224) 628-2158,MC1042172,1840692,,,
ROBAU TRANSPORT INC,NAPLES,FL,(386) 854-5993,MC1103437,3416934,,,
EDJ CARRIER CARGO INC,DORAL,FL,(407) 724-9096,MC1115005,3436682,,,
N SUPREME TRANSPORTATION INC,ROYAL PALM BEACH,FL,(561) 207-0410,MC1083996,2273428,,,
LOBO INTERNACIONAL INC,JACKSONVILLE,FL,(305) 766-2310,MC1110061,3367991,,,
ROGUE TRUCKING LLC,MIAMI,FL,(305) 607-6834,MC1118928,3443349,,,
PONINA TRANSPORT CORP,LEHIGH ACRES,FL,(786) 422-2070,MC1149444,3491754,,,
G & D XPRESS SERVICE INC,ORLANDO,FL,(239) 476-0875,MC1157097,3503277,,,
A & A CRUZ TRUCKING INC,HAINES CITY,FL,(863) 624-2606,MC1172617,2954104,,,
KEKO TRUCK INC,CAPE CORAL,FL,(786) 663-7534,MC1210278,3582020,,,
KINGDOM LOGISTIC SERVICES LLC,TAMPA,FL,(813) 647-7259,MC1200519,3411993,,,
EMMANUEL KING EXPRESS LLC,NAPLES,FL,(239) 645-5901,MC1218377,3594003,,,
420SOLUTIONS LLC,FT LAUDERDALE,FL,(754) 320-1420,MC1228100,3608258,,,
NICOLAEV A1 INC,CLERMONT,FL,(941) 894-8397,MC1208448,3579296,,,
LEAL LOGISTICS & TRANSPORT LLC,ORLANDO,FL,(407) 230-7682,MC1222075,3599470,,,
JUSTO'S TRANSPORT LLC,LEHIGH,FL,(540) 529-5462,MC1194970,3559459,,,
CHUCHI TRANSPORTATION INC,HIALEAH,FL,(954) 856-9297,MC1263698,3658256,,,
PRECISION FREIGHT LLC,ORLANDO,FL,(321) 276-8137,MC1247641,3636103,,,
WALKER LOGISTICS LLC,RIVERVIEW,FL,(813) 562-3780,MC1181394,3539700,,,
FREIGHT ROVE INC,APOPKA,FL,(407) 919-9199,MC1250805,3562668,,,
BARGAINING PARADISES LLC,JACKSONVILLE,FL,(904) 544-8932,MC1220987,3597853,,,
F.P.V TRANSPORTATION SERVICE CORP,HOMESTEAD,FL,(754) 294-4836,MC1245939,3633814,,,
RG GENERAL SERVICE INC,ORLANDO,FL,(407) 924-1537,MC1225932,2458908,,,
RAMSA SERVICES CORP,PORT ST LUCIE,FL,(914) 359-1044,MC1276152,3675399,,,
C ROACH TRANSPORT LLC,ORLANDO,FL,(928) 451-6218,MC1295397,3701582,,,
DOGO EXPRESS LLC,HOLLYWOOD,FL,(305) 360-5496,MC1363487,3794667,,,
STILL ROLLING TRANSPORT LLC,APOPKA,FL,(413) 949-2691,MC1364812,3796541,,,
S&Y TRUCK TRANSPORT LLC,RIVERVIEW,FL,(656) 200-3758,MC1264771,3765584,,,
N2N TRUCKING LLC,JACKSONVILLE,FL,(904) 316-8043,MC1328599,3746942,,,
"STAGG MACMILLAN LINES, LLC",JACKSONVILLE,FL,(904) 496-1149,MC1316358,3730062,,,
FINANCIAL PROCESSES OUTSOURCING - FPO LLC,MIRAMAR,FL,(305) 771-3444,MC1328561,3746894,,,
EUDY EXPRESS LLC,PORT ST LUCIE,FL,(631) 800-6191,MC1322355,3738369,,,
SLV ENTERPRISES LLC,FLEMING ISLAND,FL,(973) 699-6261,MC1337426,3759002,,,
O & E INTERNATIONAL TRANSPORT INC,LEHIGH ACRES,FL,(561) 246-8288,MC1319232,3734024,,,
NL LOGISTICS CORP,ORLANDO,FL,(787) 566-7890,MC1379821,3513006,,,
ERR CARGO INC,HAWTHORNE,FL,(407) 800-3088,MC1340066,3762519,,,
TMKZ FREIGHT SERVICES LLC,LAKELAND,FL,(561) 370-8774,MC1363631,3794884,,,
SANTANA SERVICES LLC,DUNNELLON,FL,(786) 357-7126,MC1279445,3679909,,,
REAL FOREVER INC,MIAMI,FL,(786) 378-3525,MC1344872,3769268,,,
AP SERVICE LOGISTICS LLC,HOMESTEAD,FL,(786) 532-3582,MC1269468,3666187,,,
COCOBROTHERS CORP,HOMESTEAD,FL,(786) 608-7001,MC1339719,3762054,,,
A & F LOGISTICS SERVICES LLC,TAMPA,FL,(813) 812-0596,MC1281397,3682388,,,
OLAAN TRUCKING LLC,NORTH MIAMI,FL,(773) 587-5505,MC1355818,3784012,,,
D & D TRUCKING COMPANY LLC,MIAMI,FL,(305) 753-6882,MC1444630,3912347,,,
CANAS LOGISTICS LLC,APOPKA,FL,(321) 895-8049,MC1477551,3961525,,,
DYLAN & CHLOE LLC,ORLANDO,FL,(407) 818-6306,MC1448272,3887607,,,
P & P FREIGHT XPRESS LLC,LOXAHATCHEE,FL,(561) 516-0015,MC1390349,3831891,,,
DH LOGISTIC LLC,JACKSONVILLE,FL,(786) 282-9044,MC1382302,3820473,,,
AA & V CARRIERS LLC,TAMPA,FL,(813) 369-9994,MC1384563,3823797,,,
YHG TRUCKING & LOGISTICS CORP,MIAMI,FL,(786) 275-8104,MC1379748,3816966,,,
ALFA CARRIER LLC,HOMESTEAD,FL,(786) 238-1962,MC1435264,3898244,,,
JPACHE LOGISTIC LLC,OCALA,FL,(407) 663-1227,MC1413409,3865347,,,
SHIP2DAY TRANSPORTATION MANAGEMENT CORP,DORAL,FL,(786) 230-7707,MC1404819,3827472,,,
4 WAY RUNNER LLC,HIALEAH,FL,(786) 681-5538,MC1429220,3889050,,,
DR23 LOGISTIC INC,HIALEAH,FL,(305) 395-7249,MC1480364,3965759,,,
N LEIBA TRANSPORTATION LLC,MELBOURNE,FL,(321) 960-2361,MC1457259,3931455,,,
GOLDEN HART TRUCKING LLC,JACKSONVILLE,FL,(904) 761-2194,MC1422031,3878232,,,
SOUTHERN FAITH LOGISTICS LLC,PENSACOLA,FL,(850) 512-7192,MC1517057,4021645,,,
INNOCENT FREIGHT SOLUTIONS LLC,RUSKIN,FL,(813) 336-1790,MC1484116,3971417,,,
KROQUIS TRANSPORT LLC,MARGATE,FL,(786) 290-7097,MC1587580,4140796,,,
ARRUEBO TRANSPORT INC,MIAMI,FL,(786) 521-4556,MC1516649,3766806,,,
ACE FREIGHT HAULING LOGISTICS LLC,TAMPA,FL,(954) 955-0622,MC1517215,4021908,,,
BELL GOME TRUCKING CORP,POMPANO BEACH,FL,(954) 398-0180,MC1520977,4027898,,,
COMPASS STAR LOGISTICS LLC,NORTH BAY VILLAGE,FL,(707) 703-3843,MC1490669,3981167,,,
FREIGHT SOLUTIONS INC,MIAMI,FL,(615) 967-1407,MC1557484,4089381,,,
YORDANO TRANSPORT LLC,LEHIGH ACRES,FL,(786) 769-2950,MC1583232,4133387,,,
J C BEDOYA TRANSPORTATION LLC,NOKOMIS,FL,(908) 590-0393,MC1523837,4032425,,,
BY LOGISTIC LLC,HOLLYWOOD,FL,(305) 998-8505,MC1533301,4036593,,,
RMG MANAGEMENT MULTI-SERVICES LLC,GROVELAND,FL,(407) 558-9664,MC1511634,4013199,,,
C EVRIN TRANSPORT INC,WEST PALM BCH,FL,(561) 255-9190,MC1531623,4045194,,,
CARGORUSH LLC,MIAMI,FL,(786) 741-2826,MC1525571,4035178,,,
JP HOLDINGS & LOGISTICS CO LLC,REDDICK,FL,(954) 803-4141,MC1501263,3997168,,,
KADU TRANSPORT LLC,KISSIMMEE,FL,(407) 879-2591,MC1527223,4037856,,,
Y NOT US LLC,VERO BEACH,FL,(772) 269-2166,MC1528725,4040332,,,
L & C AUTO CARRIERS CORP.,JACKSONVILLE,FL,(904) 614-9140,MC1549167,3403634,,,
NIO & NIO TRANSPORT LLC,HOLLYWOOD,FL,(786) 557-1568,MC1496482,3989910,,,
J & S GRAB & GO TRANSPORT LLC,JACKSONVILLE,FL,(407) 364-4341,MC1503812,4001159,,,
JEANLD TRUCKING LLC,NAPLES,FL,(239) 601-4860,MC1633402,4224565,,,
OJS EXPRESS LLC,HIALEAH,FL,(786) 223-0938,MC1619779,4199378,,,
FINE CARGO LLC,FORT MEYERS,FL,(239) 244-5409,MC1674978,4288249,,,
FIFTH WHEEL TRUCK CORP,PALM COAST,FL,(646) 415-1306,MC1608342,4178432,,,
NIKI TRANSPORTATION CORP,MIAMI,FL,(786) 665-5037,MC1590939,4146558,,,
J A M G TRANSPORT CORP,MIAMI,FL,(786) 784-9376,MC1626731,4212137,,,
D JIMENEZ CO,LAKE WORTH,FL,(646) 662-7692,MC1617091,4194617,,,
POPS SEAFOOD LLC,LAKELAND,FL,(863) 944-6048,MC1665149,4282821,,,
HELLEN ENTERPRISE LLC,CAPE CORAL,FL,(786) 704-5667,MC1625644,4210136,,,
MINIONS TRANSPORTATION CORP,MIAMI,FL,(305) 761-7508,MC1671788,4294929,,,
WE DUMP AND HAUL IT ALL LLC,SEFFNER,FL,(813) 377-7585,MC1697924,4322924,,,
CBA TRANSPORT LLC,CUTLER BAY,FL,(754) 288-3129,MC1684843,4319103,,,
JP1 LOGISTICS LLC,MIAMI,FL,(786) 835-9300,MC1686513,4322336,,,
WAAN LOGISTICS LLC,SAINT CLOUD,FL,(786) 918-7817,MC1594321,4152458,,,
LEGACY ONE TRANSPORT LLC,KISSIMMEE,FL,(407) 747-2048,MC1606063,4174208,,,
BLYM LOGISTICS EXPRESS LLC,FORT PIERCE,FL,(772) 708-6835,MC1616560,4193597,,,
OGM LOGISTICS LLC,MIAMI,FL,(786) 274-2628,MC1671329,4294073,,,
THE MULANE GROUP LLC,WEST PALM BEACH,FL,(561) 402-5981,MC1634220,4205713,,,
NEXIUM SOLUTIONS L.L.C.,ORLANDO,FL,(407) 494-0371,MC1688746,4326538,,,
ZHYBER TRUCKING LLC,DANIA,FL,(728) 202-1800,MC1676645,4304040,,,
RBH OASIS ENTERPRISES INC,LAUDERHILL,FL,(954) 934-4542,MC1686336,3058022,,,
QNS LOGISTICS LLC,INDIANTOWN,FL,(772) 284-0311,MC1630948,4219975,,,
LEACH TRANSPORT LLC,MIDDLEBURG,FL,(515) 564-9440,MC1648852,4252994,,,
A & YULY TRUCKING LLC,PORT RICHEY,FL,(786) 642-2043,MC1637415,4226732,,,
SOLUTIONS TRANSPORT FL INC,MIAMI,FL,(786) 406-2453,MC1683901,4317448,,,
911 DISPATCH TRUCKS MULTISERVICES LLC,MIAMI,FL,(786) 253-6267,MC1671696,4294761,,,
365 AUTO TRANSPORT LLC,DAVIE,FL,(980) 288-6482,MC1634028,4225757,,,
OVIE2 TRUCK SERVICE LLC,MIAMI,FL,(813) 364-9588,MC1676532,4284671,,,
VINYL LAB LLC,DAYTONA BEACH,FL,(386) 333-2753,MC1698828,4346366,,,
CONCEPCION TRUCKING LLC,POMPANO BEACH,FL,(941) 249-2319,MC1700534,4349642,,,
JDLR TRUCKING LLC,BRADENTON,FL,(786) 301-8037,MC1694264,4337385,,,
TRISTAR PROFESSIONAL SOLUTIONS LLC,BOYNTON BEACH,FL,(931) 205-0062,MC1686429,4227509,,,
WEZEN LOGISTICS LLC,JACKSONVILLE,FL,(904) 868-1854,MC1629454,4217265,,,
PRESSURETPA LOGISTICS PROFESSIONAL LIMITED LIABILITY COMPANY,BRANDON,FL,(813) 475-1457,MC1666832,4285886,,,
NOBLE FREIGHT BROTHERS LLC,MIAMI,FL,(305) 479-1331,MC1614130,4189105,,,
G.S.D TRANSPORT SERVICES LLC,LAKE WORTH,FL,(954) 560-0455,MC1618968,4198057,,,
MARRERO AUTO TRANSPORT INC,KISSIMMEE,FL,(407) 516-9933,MC1625788,3218490,,,
H&Y INTERNATIONAL CARGO SERVICES INC,CUTLER BAY,FL,(940) 783-3294,MC1723359,4392702,,,
TOCELS TRANSPORT LLC,BOYNTON BEACH,FL,(862) 944-0335,MC1774891,4490377,,,
WILSEN ENTERPRISES INC,ORLANDO,FL,(321) 447-1108,MC1720299,4386539,,,
RT LOGISTICS & SERVICES LLC,LAKELAND,FL,(813) 601-9892,MC1776372,4492988,,,
MILLAN & SONS LOGISTICS LLC,MIAMI,FL,(786) 768-0461,MC1739114,4422846,,,
JNS GLOBAL SERVICES LLC,ORLANDO,FL,(407) 702-4513,MC1745921,4435612,,,
Y&T TOLON TRANSPORT SERVICES USA CORP,HOMESTEAD,FL,(305) 505-3806,MC1764819,4471491,,,
AG TOP-TIER CARGO INC,HOMESTEAD,FL,(305) 910-4620,MC1802391,4541666,,,
SP FAITH TRUCKING LOGISTICS LLC,PEMBROKE PINES,FL,(786) 806-9009,MC1795313,4528558,,,
ROADPROS NATIONAL LLC,HIALEAH,FL,(305) 200-4250,MC1753520,4450109,,,
SOUTHBOUND HAULING LLC,PENSACOLA,FL,(850) 619-1230,MC1802581,4542014,,,
DKO ENTERPRIZE LLC,CAPE CORAL,FL,(239) 771-3140,MC1722873,4391632,,,
DND MC TRANSPORT LLC,KISSIMMEE,FL,(470) 452-1012,MC1748720,4440999,,,
DDA DRIVEN LLC,JACKSONVILLE,FL,(786) 326-2377,MC1736220,3165164,,,
FAST REPUTATION SOLUTIONS LLC,BRANDON,FL,(813) 863-5800,MC1800324,4525558,,,
GO LOGISTICS 24 LLC,TAMPA,FL,(407) 246-9662,MC1704660,4357579,,,
HAYNES & SONS LLC,TAMPA,FL,(813) 458-1768,MC1770141,4478244,,,
ANDREW THOMAS GRANT,KISSIMMEE,FL,(407) 535-8101,MC1710488,4368245,,,
PEGASUS CARGO SOLUTIONS LLC,WESTON,FL,(203) 434-1679,MC1716909,4380208,,,
RESILIENCIA TRANSPORT LLC,CUTLER BAY,FL,(786) 643-0813,MC1793859,4525820,,,
3 AAA LLC,PORT SAINT LUCIE,FL,(509) 261-8002,MC1733356,4412102,,,
CLASSIC HAULERS INC,GIBSONTON,FL,(863) 335-2040,MC1764212,4470344,,,
PROWANT LLC,BROOKSVILLE,FL,(352) 345-7945,MC1786039,4511169,,,
SVM GLOBAL LOGISTICS LLC,JACKSONVILLE,FL,(786) 693-3630,MC1761770,4465726,,,
D&R MOBILE DETAILING LLC,NORTH LAUDERDALE,FL,(239) 494-2121,MC1775093,4490745,,,
BRE'S LOGISTICS LLC,ORLANDO,FL,(407) 506-3060,MC1735319,4415747,,,
SL BLUE TRANSPORT LLC,OCALA,FL,(786) 969-5113,MC1707922,4363520,,,
GDR INTERNATIONAL TRANSPORT LLC,LEHIGH ACRES,FL,(305) 399-6257,MC1801938,3837381,,,
PAPRESE ANYEN PATA TRANSPORTATION LLC,KISSIMMEE,FL,(718) 915-4378,MC1754634,4452193,,,
F RIVAS TRUCKING INC,LAKELAND,FL,(201) 491-9128,MC1768009,3206495,,,
QL EXPRESS CORP,MOUNT DORA,FL,(352) 869-2379,MC1789685,4518069,,,
XGEN FREIGHT INC,POMPANO BEACH,FL,(561) 876-0550,MC1729150,4403976,,,
RENALDO JAMES YOUNG,JACKSONVILLE,FL,(904) 318-3212,MC1799267,4535916,,,
QUALITY RIGGING SOLUTIONS LLC,BOCA RATON,FL,(561) 356-4898,MC1724199,4243433,,,
MRD TRUCKING LLC,MIAMI,FL,(305) 773-0962,MC1739568,4423680,,,
